	mlog10Padj	mlog10p	Enrichment	BackgroundProporition	nBackground	BackgroundFrequency	CompareProportion	nCompare	CompareFrequency	feature
MEOX1_396	0	0.0606	0.968376021517511	0.037583302013915	218182	8200	0.036394768479726	27449	999	MEOX1_396
DLX6_397	0	0.0029	0.906269774250134	0.0208633159472367	218182	4552	0.0189077926336114	27449	519	DLX6_397
ISL1_398	0	0.0139	0.957518104272381	0.0561962031698307	218182	12261	0.0538088819264818	27449	1477	ISL1_398
HOXC8_399	0	0.0331	0.964543154936011	0.0494037088302426	218182	10779	0.0476520091806623	27449	1308	HOXC8_399
BARX2_400	0	0	0.875253315113809	0.0689286925594229	218182	15039	0.0603300666690954	27449	1656	BARX2_400
ALX4_401	0	0	0.758462304886431	0.0550457874618438	218182	12010	0.0417501548325986	27449	1146	ALX4_401
GSC2_402	0	0.0045	0.923231195856955	0.0271883106764078	218182	5932	0.0251010965791103	27449	689	GSC2_402
DLX3_403	0	0	0.834870560431905	0.0241312298906418	218182	5265	0.0201464534227112	27449	553	DLX3_403
PITX1_404	0	0	0.871530993544421	0.0378720517732902	218182	8263	0.0330066669095413	27449	906	PITX1_404
HOXA9_405	0	0	0.795171805685703	0.035415387153844	218182	7727	0.0281613173521804	27449	773	HOXA9_405
LHX5_406	0	0	0.892711617021945	0.0645607795326837	218182	14086	0.0576341578928194	27449	1582	LHX5_406
SIX4_407	0	0	0.731835716674464	0.0243924796729336	218182	5322	0.0178512878429087	27449	490	SIX4_407
VSX1_408	0	0.001	0.915691076638306	0.0336187219843983	218182	7335	0.0307843637290976	27449	845	VSX1_408
RHOXF1_409	0	0.0018	0.89350451823435	0.01842956797536	218182	4021	0.0164669022550913	27449	452	RHOXF1_409
CRX_410	0	1e-04	0.900553115040986	0.0349524708729409	218182	7626	0.0314765565230063	27449	864	CRX_410
MEIS3_411	0	0	0.91042867300283	0.0506595411170491	218182	11053	0.0461218987941273	27449	1266	MEIS3_411
DLX5_412	0	0	0.767111803256796	0.0484412096323253	218182	10569	0.0371598236729936	27449	1020	DLX5_412
HOXA1_413	0	0.0133	0.949603624304253	0.041318715567737	218182	9015	0.0392364020547197	27449	1077	HOXA1_413
HOXA2_414	0	0	0.815598762606383	0.044802045998295	218182	9775	0.0365404932784437	27449	1003	HOXA2_414
HOXA3_415	0	0	0.804295234512191	0.0212437322968898	218182	4635	0.0170862326496412	27449	469	HOXA3_415
HOXA5_416	0	0	0.776034578809391	0.0493395422170482	218182	10765	0.0382891908630551	27449	1051	HOXA5_416
HOXA6_417	0	0	0.868261262527318	0.0558891200923999	218182	12194	0.0485263579729681	27449	1332	HOXA6_417
HOXA13_418	0	0	0.786938643441523	0.0726366061361615	218182	15848	0.0571605522969871	27449	1569	HOXA13_418
EVX1_419	0	0	0.866559915468745	0.0270324774729354	218182	5898	0.0234252613938577	27449	643	EVX1_419
NOBOX_420	0	0	0.826076225945634	0.0426020478316268	218182	9295	0.0351925388903057	27449	966	NOBOX_420
MEOX2_421	0	0	0.867873686652206	0.0520941232548973	218182	11366	0.0452111188021422	27449	1241	MEOX2_421
LHX2_422	0	0.0014	0.918740812809302	0.0334674721104399	218182	7302	0.0307479325294182	27449	844	LHX2_422
LHX6_423	0	0	0.810114341278173	0.0222153981538349	218182	4847	0.0179970126416263	27449	494	LHX6_423
LHX3_424	0	0	0.873169562062073	0.0849061792448506	218182	18525	0.0741374913475901	27449	2035	LHX3_424
PITX3_426	0	0	0.88419068436876	0.0360937199219001	218182	7875	0.0319137309191592	27449	876	PITX3_426
HOXB6_427	0	0	0.854821073311261	0.0605182829014309	218182	13204	0.0517323035447557	27449	1420	HOXB6_427
DLX4_429	0	0	0.853814608519267	0.0352870539274551	218182	7699	0.0301286021348683	27449	827	DLX4_429
VTN_430	0	0.0045	0.945020301083839	0.0522362064698279	218182	11397	0.0493642755655944	27449	1355	VTN_430
PHOX2B_431	0	0	0.786325597971867	0.0588866175944853	218182	12848	0.0463040547925243	27449	1271	PHOX2B_431
NKX32_432	0	0	0.898072564307293	0.0554537037885802	218182	12099	0.0498014499617472	27449	1367	NKX32_432
NANOG_433	0	0	0.8659904567197	0.0339074717437735	218182	7398	0.0293635469416008	27449	806	NANOG_433
IRX4_434	0	0	0.833231681780115	0.0475703770246858	218182	10379	0.0396371452511931	27449	1088	IRX4_434
CDX1_435	0	0	0.753067058479704	0.0791449340458883	218182	17268	0.0596014426755073	27449	1636	CDX1_435
TLX2_436	0	0	0.841769583694715	0.0601149499042084	218182	13116	0.0506029363546942	27449	1389	TLX2_436
DLX2_438	0	0	0.853814608519267	0.0352870539274551	218182	7699	0.0301286021348683	27449	827	DLX2_438
VAX2_439	0	0.0192	0.946603365859364	0.0308274743104381	218182	6726	0.0291813909432038	27449	801	VAX2_439
PRRX1_440	0	0	0.883059297332519	0.0331695556920369	218182	7237	0.029290684542242	27449	804	PRRX1_440
TGIF2_441	0	0.019	0.959281727140808	0.052447039627467	218182	11443	0.0503114867572589	27449	1381	TGIF2_441
VSX2_442	0	1e-04	0.899171269887002	0.0346820544316213	218182	7567	0.0311851069255711	27449	856	VSX2_442
NKX23_443	0	0	0.791571084504842	0.0497978751684374	218182	10865	0.0394185580531167	27449	1082	NKX23_443
HOXB8_444	0	0.0632	0.976623728000933	0.0644599462833781	218182	14064	0.0629531130460126	27449	1728	HOXB8_444
HOXB5_445	0	0	0.916668764406721	0.0611645323628897	218182	13345	0.056067616306605	27449	1539	HOXB5_445
HOXB7_446	0	0.5109	1.01101518555215	0.0642491131257391	218182	14018	0.0649568290283799	27449	1783	HOXB7_446
HOXB3_447	0	0	0.903175588966943	0.0530428724642729	218182	11573	0.0479070275784182	27449	1315	HOXB3_447
MSX2_449	0	0	0.866183265762461	0.0338158051534957	218182	7378	0.029290684542242	27449	804	MSX2_449
LHX4_450	0	0	0.87789608119399	0.0520803732663556	218182	11363	0.0457211555976538	27449	1255	LHX4_450
HOXA7_451	0	0	0.811141687542016	0.0261845615128654	218182	5713	0.0212393894130934	27449	583	HOXA7_451
HOXC13_452	0	0	0.744659547052911	0.0867899276750603	218182	18936	0.0646289482312653	27449	1774	HOXC13_452
HOXC11_453	0	0	0.809686871728443	0.0324408062993281	218182	7078	0.0262668949688513	27449	721	HOXC11_453
HOXC12_454	0	0	0.740928286247638	0.0874728437726302	218182	19085	0.0648111042296623	27449	1779	HOXC12_454
ESX1_455	0	0.0017	0.922479801137031	0.0352274706437745	218182	7686	0.0324966301140297	27449	892	ESX1_455
BARHL1_456	0	0	0.838880883140319	0.0386512177906518	218182	8433	0.0324237677146708	27449	890	BARHL1_456
NKX24_457	0	0	0.800152214539041	0.0482166264861446	218182	10520	0.0385806404604904	27449	1059	NKX24_457
NKX22_458	0	0	0.74059917336295	0.0625716145236546	218182	13652	0.0463404859922037	27449	1272	NKX22_458
SIX1_459	0	0	0.743806830735461	0.0198366501361249	218182	4328	0.0147546358701592	27449	405	SIX1_459
HOXD1_460	0	0.0047	0.924381853092106	0.0277062269114776	218182	6045	0.025611133374622	27449	703	HOXD1_460
HOXD3_461	0	0	0.88493716197478	0.0368866359278034	218182	8048	0.0326423549127473	27449	896	HOXD3_461
HOXD9_462	0	0	0.749319512184785	0.0897507585410346	218182	19582	0.0672519946081824	27449	1846	HOXD9_462
HOXD10_463	0	0	0.752699254855873	0.102561164532363	218182	22377	0.0771977121206601	27449	2119	HOXD10_463
HOXD11_464	0	0	0.791211455665211	0.0269362275531437	218182	5877	0.0213122518124522	27449	585	HOXD11_464
HOXD13_465	0	0	0.756990224339206	0.07762785197679	218182	16937	0.058763525082881	27449	1613	HOXD13_465
MNX1_466	0	0	0.859835337241764	0.0714357738035218	218182	15586	0.0614230026594776	27449	1686	MNX1_466
CDX4_467	0	0	0.834393324294027	0.0615632820305983	218182	13432	0.0513679915479617	27449	1410	CDX4_467
BARX1_468	0	0	0.768048643031526	0.0840995132504056	218182	18349	0.0645925170315858	27449	1773	BARX1_468
LHX1_469	0	0	0.892711617021945	0.0645607795326837	218182	14086	0.0576341578928194	27449	1582	LHX1_469
GSC_470	0	2e-04	0.894629464119167	0.0289941425048812	218182	6326	0.0259390141717367	27449	712	GSC_470
MEIS2_471	0	0	0.87516246805645	0.0439174634021138	218182	9582	0.0384349156617727	27449	1055	MEIS2_471
RAX_472	0	0.0052	0.938934961133917	0.0405853828455143	218182	8855	0.0381070348646581	27449	1046	RAX_472
HNF1A_473	0	2e-04	0.944319330986139	0.0993803338497218	218182	21683	0.0938467703741484	27449	2576	HNF1A_473
EMX1_474	0	0.0228	0.945657184285291	0.0270828940975883	218182	5909	0.025611133374622	27449	703	EMX1_474
NKX28_475	0	0	0.831601221537914	0.0474007938326718	218182	10342	0.0394185580531167	27449	1082	NKX28_475
NKX21_476	0	0	0.901503843233792	0.0667195277337269	218182	14557	0.0601479106706984	27449	1651	NKX21_476
ZFHX2_477	0	0.2543	0.9958729344128	0.0297778918517568	218182	6497	0.029654996539036	27449	814	ZFHX2_477
HLX_478	0	0	0.924513676741974	0.0833432638806134	218182	18184	0.0770519873219425	27449	2115	HLX_478
LMX1B_479	0	0.0088	0.951788982986317	0.0533957888368426	218182	11650	0.0508215235527706	27449	1395	LMX1B_479
SIX3_480	0	0	0.751280623253169	0.02633122805731	218182	5745	0.0197821414259172	27449	543	SIX3_480
LBX1_481	0	0	0.889418242441669	0.0460807949326709	218182	10054	0.0409850996393311	27449	1125	LBX1_481
PDX1_482	0	0.0039	0.902928642440453	0.0178337351385541	218182	3891	0.0161025902582972	27449	442	PDX1_482
ZFHX3_483	0	2e-04	0.918556391775107	0.0508062076614936	218182	11085	0.0466683667893184	27449	1281	ZFHX3_483
BARHL2_484	0	0	0.819155395327325	0.0257949785041846	218182	5628	0.0211300958140552	27449	580	BARHL2_484
LHX9_485	0	0	0.883059297332519	0.0331695556920369	218182	7237	0.029290684542242	27449	804	LHX9_485
MEIS1_486	0	2e-04	0.934668226226927	0.0737457718785234	218182	16090	0.0689278297934351	27449	1892	MEIS1_486
DLX1_487	0	0	0.849740282795577	0.0383716346903044	218182	8372	0.0326059237130679	27449	895	DLX1_487
HMBOX1_488	0	0	0.797609068128926	0.0278620601149499	218182	6079	0.0222230318044373	27449	610	HMBOX1_488
VAX1_489	0	0.0192	0.946603365859364	0.0308274743104381	218182	6726	0.0291813909432038	27449	801	VAX1_489
VENTX_490	0	0	0.902145350652532	0.0508016243319797	218182	11084	0.045830449196692	27449	1258	VENTX_490
HHEX_491	0	0	0.795823075168324	0.0417495485420429	218182	9109	0.0332252541076178	27449	912	HHEX_491
TGIF2LX_492	0	0	0.901543732371957	0.0566545361212199	218182	12361	0.0510765419505264	27449	1402	TGIF2LX_492
ALX3_493	0	0.0121	0.942002422157391	0.0327570560357866	218182	7147	0.0308572261284564	27449	847	ALX3_493
HOXB13_494	0	0	0.752499424446185	0.0638091134924054	218182	13922	0.0480163211774564	27449	1318	HOXB13_494
IRX6_495	0	0	0.833231681780115	0.0475703770246858	218182	10379	0.0396371452511931	27449	1088	IRX6_495
ISL2_496	0	0	0.835783409356217	0.046117461568782	218182	10062	0.038544209260811	27449	1058	ISL2_496
PKNOX1_497	0	0	0.868876692333741	0.0698957750868541	218182	15250	0.0607308098655689	27449	1667	PKNOX1_497
LHX8_498	0	0	0.777307680443354	0.0344483046264128	218182	7516	0.026776931764363	27449	735	LHX8_498
LMX1A_499	0	0.0573	0.966332776164645	0.0350991374173855	218182	7658	0.0339174469015265	27449	931	LMX1A_499
EN1_500	0	0.0057	0.928288925092092	0.0288062259948117	218182	6285	0.0267405005646836	27449	734	EN1_500
MSX1_501	0	0	0.847648014063162	0.0306441411298824	218182	6686	0.0259754453714161	27449	713	MSX1_501
NKX61_502	0	0	0.758734497155404	0.114853654288621	218182	25059	0.0871434296331378	27449	2392	NKX61_502
HESX1_503	0	2e-04	0.899740211954344	0.0327570560357866	218182	7147	0.029472840540639	27449	809	HESX1_503
PITX2_504	0	0	0.665434724242405	0.0896224253146456	218182	19554	0.0596378738751867	27449	1637	PITX2_504
EN2_506	0	0	0.861173565379419	0.0423041314132238	218182	9230	0.0364311996794054	27449	1000	EN2_506
UNCX_507	0	0	0.779986362237056	0.0695474420437983	218182	15174	0.0542460563226347	27449	1489	UNCX_507
GBX1_508	0	1e-04	0.885018057572007	0.0286503927913393	218182	6251	0.0253561149768662	27449	696	GBX1_508
NKX63_509	0	0	0.890515445002858	0.0629199475667104	218182	13728	0.0560311851069256	27449	1538	NKX63_509
ZHX1_510	0	0.0012	0.830659580559942	0.00793832671806107	218182	1732	0.00659404714197238	27449	181	ZHX1_510
HDX_511	0	0	0.824334855456428	0.0919690900257583	218182	20066	0.0758133265328427	27449	2081	HDX_511
PHOX2A_512	0	0	0.780233816780568	0.0642491131257391	218182	14018	0.0501293307588619	27449	1376	PHOX2A_512
PKNOX2_513	0	0	0.888039501703006	0.072489939591717	218182	15816	0.0643739298335094	27449	1767	PKNOX2_513
CDX2_514	0	0	0.735518210736852	0.0810332658056118	218182	17680	0.0596014426755073	27449	1636	CDX2_514
OTX2_515	0	0	0.855352860664764	0.0325828895142587	218182	7109	0.0278698677547452	27449	765	OTX2_515
DRGX_516	0	0	0.768010123900613	0.0601011999156667	218182	13113	0.0461583299938067	27449	1267	DRGX_516
NKX31_517	0	0	0.655403447917128	0.0634791137674052	218182	13850	0.041604430033881	27449	1142	NKX31_517
PBX3_518	0	0.0536	0.972453068808127	0.0551832873472605	218182	12040	0.0536631571277642	27449	1473	PBX3_518
PRRX2_519	0	0	0.883059297332519	0.0331695556920369	218182	7237	0.029290684542242	27449	804	PRRX2_519
GBX2_520	0	0	0.886332739568693	0.0411032990805841	218182	8968	0.0364311996794054	27449	1000	GBX2_520
SHOX2_521	0	0	0.883059297332519	0.0331695556920369	218182	7237	0.029290684542242	27449	804	SHOX2_521
GSX1_522	0	0	0.906255517628717	0.0477170435691304	218182	10411	0.0432438340194543	27449	1187	GSX1_522
HOXD4_523	0	0	0.832749554448491	0.0388483009597492	218182	8476	0.032350905315312	27449	888	HOXD4_523
HOXD12_524	0	0	0.750643186274348	0.0863407613826988	218182	18838	0.0648111042296623	27449	1779	HOXD12_524
EMX2_525	0	0.0012	0.907371908416352	0.0269408108826576	218182	5878	0.0244453349848811	27449	671	EMX2_525
IRX1_526	0	0	0.70370182771004	0.0660595282837264	218182	14413	0.0464862107909213	27449	1276	IRX1_526
IRX2_527	0	0	0.749583774851628	0.0382983014180822	218182	8356	0.0287077853473715	27449	788	IRX2_527
SIX2_528	0	0	0.758478617707923	0.026033311638907	218182	5680	0.0197457102262378	27449	542	SIX2_528
HOXB9_529	0	0	0.761415767925301	0.082344098046585	218182	17966	0.0626980946482568	27449	1721	HOXB9_529
OTP_530	0	0.2996	1.00031413722635	0.0311024740812716	218182	6786	0.0311122445262122	27449	854	OTP_530
AC0125311_531	0	0	0.86326294603897	0.0914511737906885	218182	19953	0.0789464097052716	27449	2167	AC0125311_531
HOXB2_532	0	0.0087	0.948560916891046	0.0472403772996856	218182	10307	0.0448103756056687	27449	1230	HOXB2_532
RAX2_533	0	0	0.883059297332519	0.0331695556920369	218182	7237	0.029290684542242	27449	804	RAX2_533
EVX2_534	0	0.0069	0.925385017958162	0.024841645965295	218182	5420	0.0229880869977048	27449	631	EVX2_534
PROP1_535	0	0	0.733946210267679	0.0668616109486575	218182	14588	0.0490728259681591	27449	1347	PROP1_535
ISX_536	0	0	0.883059297332519	0.0331695556920369	218182	7237	0.029290684542242	27449	804	ISX_536
HOXD8_537	0	0	0.730263011377219	0.0817161819031818	218182	17829	0.0596743050748661	27449	1638	HOXD8_537
TGIF2LY_538	0	0	0.901543732371957	0.0566545361212199	218182	12361	0.0510765419505264	27449	1402	TGIF2LY_538
IRX5_539	0	0	0.748048260066225	0.044123713230239	218182	9627	0.0330066669095413	27449	906	IRX5_539
SIX5_540	0	0	0.801789655988561	0.0520712066073278	218182	11361	0.0417501548325986	27449	1146	SIX5_540
TGIF1_541	0	0	0.921428426646539	0.0694282754764371	218182	15148	0.063973186637036	27449	1756	TGIF1_541
IRX3_542	0	0	0.70370182771004	0.0660595282837264	218182	14413	0.0464862107909213	27449	1276	IRX3_542
LBX2_543	0	0	0.795089722133561	0.0321658065284946	218182	7018	0.0255747021749426	27449	702	LBX2_543
NKX26_544	0	0	0.759725878944042	0.0537074552437873	218182	11718	0.0408029436409341	27449	1120	NKX26_544
ALX1_545	0	0	0.774828689557578	0.0603716163569864	218182	13172	0.0467776603883566	27449	1284	ALX1_545
GSX2_546	0	0	0.88081555881056	0.0650191124840729	218182	14186	0.0572698458960254	27449	1572	GSX2_546
HOXC9_547	0	0	0.87611490891891	0.0664491112924073	218182	14498	0.0582170570876899	27449	1598	HOXC9_547
HOXC10_548	0	0	0.749806784112802	0.0857082619097817	218182	18700	0.0642646362344712	27449	1764	HOXC10_548
HOXB4_549	0	0	0.901233247391014	0.0713074405771329	218182	15558	0.0642646362344712	27449	1764	HOXB4_549
NKX25_550	0	0	0.667330832130207	0.0822707647743627	218182	17950	0.054901817916864	27449	1507	NKX25_550
POU6F1_551	0	0	0.751336751635713	0.0684657762785198	218182	14938	0.0514408539473205	27449	1412	POU6F1_551
SIX6_552	0	0	0.778096145850447	0.0278116434902971	218182	6068	0.0216401326095668	27449	594	SIX6_552
MIXL1_553	0	0	0.895243947542504	0.0449670458607951	218182	9811	0.040256475645743	27449	1105	MIXL1_553
DBX2_554	0	0	0.860162784043986	0.0520528732892723	218182	11357	0.0447739444059893	27449	1229	DBX2_554
PBX1_555	0	1e-04	0.910506584577443	0.044293296422253	218182	9664	0.0403293380451018	27449	1107	PBX1_555
SHOX_556	0	0	0.883059297332519	0.0331695556920369	218182	7237	0.029290684542242	27449	804	SHOX_556
HMX3_557	0	0	0.807260925353247	0.0517182902347581	218182	11284	0.0417501548325986	27449	1146	HMX3_557
HMX2_558	0	0	0.764065117831244	0.0587903676746936	218182	12827	0.0449196692047069	27449	1233	HMX2_558
BSX_559	0	0	0.866183265762461	0.0338158051534957	218182	7378	0.029290684542242	27449	804	BSX_559
DMBX1_560	0	0.0189	0.937489863900089	0.0227333143889047	218182	4960	0.0213122518124522	27449	585	DMBX1_560
HOXC6_561	0	0	0.771603667895992	0.13078530767891	218182	28535	0.100914423111953	27449	2770	HOXC6_561
HOXC5_562	0	0	0.918928746804865	0.0716786902677581	218182	15639	0.065867609020365	27449	1808	HOXC5_562
PBX2_563	0	0	0.870144098600633	0.0664445279628934	218182	14497	0.0578163138912164	27449	1587	PBX2_563
DUXA_564	0	0	0.769370432675628	0.0555912036739969	218182	12129	0.042770228423622	27449	1174	DUXA_564
DPRX_565	0	0.0044	0.91042394290503	0.0202078998267501	218182	4409	0.0183977558380997	27449	505	DPRX_565
AL8454643_566	0	0	0.870144098600633	0.0664445279628934	218182	14497	0.0578163138912164	27449	1587	AL8454643_566
NOTO_567	0	0.0032	0.923562192018722	0.0303737246885628	218182	6627	0.0280520237531422	27449	770	NOTO_567
HOMEZ_568	0	0	0.77720628144158	0.0241403965496695	218182	5267	0.0187620678348938	27449	515	HOMEZ_568
HMX1_569	0	0	0.779206529690066	0.0602661997781668	218182	13149	0.0469598163867536	27449	1289	HMX1_569
ENSG00000215754_570	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000215754_570
ENSG00000217642_571	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000217642_571
ENSG00000224558_572	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000224558_572
BX2846861_573	0	0	0.870144098600633	0.0664445279628934	218182	14497	0.0578163138912164	27449	1587	BX2846861_573
ENSG00000225958_574	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000225958_574
CR8124782_575	0	0	0.870144098600633	0.0664445279628934	218182	14497	0.0578163138912164	27449	1587	CR8124782_575
ENSG00000226866_576	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000226866_576
AC2261502_577	0	0	0.808607928051648	0.0453245455628787	218182	9889	0.0366497868774819	27449	1006	AC2261502_577
DUX4L5_578	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	DUX4L5_578
ENSG00000227522_579	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000227522_579
DUX4L2_580	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	DUX4L2_580
DUX4L3_581	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	DUX4L3_581
DUX4L6_582	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	DUX4L6_582
ENSG00000228710_583	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000228710_583
ENSG00000229544_584	0	7e-04	0.908583436399781	0.030914557571202	218182	6745	0.0280884549528216	27449	771	ENSG00000229544_584
CT4768282_585	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	CT4768282_585
ENSG00000230380_586	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000230380_586
ENSG00000230776_587	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000230776_587
AL5921702_588	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	AL5921702_588
BX9272396_589	0	0	0.870144098600633	0.0664445279628934	218182	14497	0.0578163138912164	27449	1587	BX9272396_589
ENSG00000232923_590	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000232923_590
ENSG00000233294_591	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000233294_591
ENSG00000233361_592	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000233361_592
ENSG00000233698_593	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000233698_593
ENSG00000233794_594	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000233794_594
ENSG00000234254_595	0	0	0.921705364296254	0.0676682769431026	218182	14764	0.0623702138511421	27449	1712	ENSG00000234254_595
ENSG00000234550_596	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000234550_596
NKX11_597	0	0	0.888957536589469	0.0350395541337049	218182	7645	0.0311486757258917	27449	855	NKX11_597
ENSG00000236207_598	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000236207_598
CR9338788_599	0	0	0.870144098600633	0.0664445279628934	218182	14497	0.0578163138912164	27449	1587	CR9338788_599
AL6628305_600	0	0	0.870144098600633	0.0664445279628934	218182	14497	0.0578163138912164	27449	1587	AL6628305_600
ENSG00000237516_601	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000237516_601
ENSG00000250589_602	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	ENSG00000250589_602
DUX4_603	0	0	0.747145813260922	0.0597803668496943	218182	13043	0.0446646508069511	27449	1226	DUX4_603
PAX6_604	0	0	0.848485779282065	0.0338341384715513	218182	7382	0.0287077853473715	27449	788	PAX6_604
PAX7_605	0	0.0767	0.960143645420751	0.0182508181243182	218182	3982	0.017523407045794	27449	481	PAX7_605
PAX2_606	0	0	0.81616816641772	0.0232558139534884	218182	5074	0.0189806550329702	27449	521	PAX2_606
PAX4_607	0	3e-04	0.889521122977883	0.0249012292489756	218182	5433	0.0221501694050785	27449	608	PAX4_607
PAX3_608	0	0.3338	1.00570926633022	0.0123887396760503	218182	2703	0.0124594702903567	27449	342	PAX3_608
POU2F2_609	0	0	0.799664095048344	0.075125354062205	218182	16391	0.0600750482713396	27449	1649	POU2F2_609
POU1F1_610	0	0	0.779780490138511	0.0838153468205443	218182	18287	0.0653575722248534	27449	1794	POU1F1_610
POU4F3_611	0	0	0.84081168430162	0.103945330045558	218182	22679	0.0873984480308937	27449	2399	POU4F3_611
POU6F2_612	0	0	0.877852590650133	0.0524149563208697	218182	11436	0.0460126051950891	27449	1263	POU6F2_612
POU2F3_613	0	0	0.811951396801122	0.0695016087486594	218182	15164	0.056431928303399	27449	1549	POU2F3_613
POU2F1_614	0	0	0.784872280757579	0.0809507658743618	218182	17662	0.0635360122408831	27449	1744	POU2F1_614
POU4F2_615	0	0	0.811154747676168	0.106443244630629	218182	23224	0.0863419432401909	27449	2370	POU4F2_615
POU4F1_616	0	0	0.833796832569772	0.105081995765004	218182	22927	0.0876170352289701	27449	2405	POU4F1_616
POU3F2_617	0	0	0.756120343895787	0.0602753664371946	218182	13151	0.0455754307989362	27449	1251	POU3F2_617
POU3F1_618	0	0	0.845349342110113	0.0527495393753839	218182	11509	0.0445917884075923	27449	1224	POU3F1_618
POU3F4_619	0	0	0.816536706004585	0.0650511957906702	218182	14193	0.0531166891325731	27449	1458	POU3F4_619
POU3F3_620	0	0	0.755451610587141	0.0966899194250671	218182	21096	0.0730445553572079	27449	2005	POU3F3_620
POU5F1_621	0	0	0.773296987588405	0.0897003419163817	218182	19571	0.069365004189588	27449	1904	POU5F1_621
POU5F1B_622	0	0	0.811951396801122	0.0695016087486594	218182	15164	0.056431928303399	27449	1549	POU5F1B_622
HSF2_623	0	0	0.803219678870722	0.0584191179840683	218182	12746	0.0469233851870742	27449	1288	HSF2_623
HSF4_624	0	0	0.841065745815326	0.0487299593917005	218182	10632	0.0409850996393311	27449	1125	HSF4_624
HSFY2_625	0	0	0.786516495182047	0.0113483238763968	218182	2476	0.00892564392145433	27449	245	HSFY2_625
HSFY1_626	0	0	0.786516495182047	0.0113483238763968	218182	2476	0.00892564392145433	27449	245	HSFY1_626
HSF1_627	0	0	0.813351724629739	0.0508382909680909	218182	11092	0.0413494116361252	27449	1135	HSF1_627
IRF1_629	0	0	0.761960067014057	0.26473769605192	218182	57761	0.201719552624868	27449	5537	IRF1_629
IRF3_630	0	0	0.821585013503633	0.0987065844111797	218182	21536	0.0810958504863565	27449	2226	IRF3_630
IRF5_631	0	0	0.869748918542069	0.0325462228781476	218182	7101	0.028307042150898	27449	777	IRF5_631
IRF4_632	0	0	0.645950393008957	0.117479902100082	218182	25632	0.0758861889322015	27449	2083	IRF4_632
IRF8_633	0	0	0.747731594595689	0.0594412004656663	218182	12969	0.0444460636088746	27449	1220	IRF8_633
IRF2_634	0	0	0.760496352606854	0.0806711827740144	218182	17601	0.0613501402601188	27449	1684	IRF2_634
IRF7_635	0	0	0.797394612312864	0.0690799424333813	218182	15072	0.055083973915261	27449	1512	IRF7_635
IRF9_636	0	0	0.765423823036122	0.0525937061719115	218182	11475	0.040256475645743	27449	1105	IRF9_636
NAIF1_637	0	0.0103	0.868791414365769	0.00675124437396302	218182	1473	0.00586542314838428	27449	161	NAIF1_637
AC0021266_638	0	0	0.612804996776437	0.0898882584264513	218182	19612	0.055083973915261	27449	1512	AC0021266_638
MEF2A_639	0	0	0.626074333472338	0.11312115573237	218182	24681	0.0708222521767642	27449	1944	MEF2A_639
MEF2C_640	0	0	0.626925741020593	0.166778194351505	218182	36388	0.104557543079894	27449	2870	MEF2C_640
SRF_641	0	0	0.744721615821444	0.0565995361670532	218182	12349	0.0421508980290721	27449	1157	SRF_641
MEF2D_642	0	0	0.620744947003249	0.103528247059794	218182	22588	0.0642646362344712	27449	1764	MEF2D_642
MEF2B_643	0	0	0.612804996776437	0.0898882584264513	218182	19612	0.055083973915261	27449	1512	MEF2B_643
